OBJECTID,ROAD_NUMBER,ROAD_NAME,DIRECTION,ELEMENTS,SURFACE_TYPE,NUMBER_OF_TRAFFIC_LANES,LEFT_SHOULDER_WIDTH,TRAFFIC_WIDTH,RIGHT_SHOULDER_WIDTH,SEAL_WIDTH
27924,2800,CORIO-WAURN PONDS RD,R, L1+L2+RON1+LBL,A,2,0,7.2,0,7.2
29625,2780,HAMILTON HWY,F, L1+L2,S,2,0,6.9,0,6.9
28337,2730,BELLARINE HWY,F, L1+L2,S,2,0,16,0,16
25978,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2+RT1,S,2,2.4,7.2,2.4,12
29626,2860,MOOROODUC HWY,F, L1+SL+SR+L2,S,2,2.2,7.5,1.2,10.9
27925,2810,TULLAMARINE FWY,R, L1+SL+SR+L2,A,2,2.8,7.4,1.8,12
28338,2780,HAMILTON HWY,F, L1+SL+SR+L2,S,2,1.5,6.8,1.5,9.8
25979,2630,LODDON VALLEY HWY,F, L1+L2,S,2,0,7.2,0,7.2
29627,2730,BELLARINE HWY,R, L1+L2+LBL,A,2,0,6.2,0,6.2
28339,4000,VICTORIA VALLEY RD,F, L1+L2,S,2,0,6.6,0,6.6
27926,2800,CORIO-WAURN PONDS RD,F, L1+L2+L3,A,3,0,9.9,0,9.9
25980,2640,GOULBURN VALLEY HWY,R, L1+SL+SR+L2,S,2,3,7,1.5,11.5
29628,2800,CORIO-WAURN PONDS RD,R, L1+L2+LT1,A,2,0,7.8,0,7.8
27927,4008,MARYSVILLE RD,F, L1+SL+SR+L2,S,2,1.5,7.4,1.5,10.4
28340,2995,EASTLINK (RINGWOOD CONNECTION) FWY,R, L1+SL+L2+L3+L4,A,4,1.5,14,0,15.5
25981,4006,MCKILLOPS RD,F, L1+SR+L2,S,2,0,5.6,1.8,7.3
29629,2770,MCIVOR HWY,R, L1+L2+LBL,U,2,0,6,0,6
28341,2850,GREENSBOROUGH HWY,R, L1+SL+SR+L2,A,2,2.8,7.1,1.5,11.4
27928,2730,BELLARINE HWY,F, L1+SL+SR+L2,S,2,2.2,6,2.5,10.7
29630,2760,MONARO HWY,F, L1+SL+SR+L2,S,2,1,6.4,1,8.4
25982,2770,MCIVOR HWY,F, L1+L2,A,2,0,7,0,7
28342,2730,BELLARINE HWY,F, L1+L2+LBL,A,2,0,6.8,0,6.8
27929,2900,WESTERN RING RD,R, L1+L2+L3,A,3,0,10.5,0,10.5
29631,4002,NORTHERN GRAMPIANS RD,F, L1+L2,S,2,0,6.2,0,6.2
25983,2750,BURWOOD HWY,R, L1+L2+L3+RT1,U,3,0,10.7,0,10.7
28343,4018,TARRA VALLEY RD,F, L1+L2,A,2,0,7.7,0,7.7
27930,2730,BELLARINE HWY,R, L1+SL+L2+RT1,S,2,2,7.2,0,9.2
25984,2740,PYRENEES HWY,F, L1+L2,S,2,0,7.6,0,7.6
29632,2999,WESTERN LINK TOLLWAY FWY,F, L1+SL+L2,A,2,2.8,14.2,0,17
28344,2830,EASTERN HWY,F, L1+SL+SR+L2+L3+L4+L5,A,5,2.9,18.4,2.7,24
27931,2800,CORIO-WAURN PONDS RD,R, L1+L2+RT1+LBL,S,2,0,7.2,0,7.2
29633,2880,METROPOLITAN RING RD,R, L1+SL+SR+L2+ROF1+ROF2,A,2,2.8,7,3,12.8
27932,2770,MCIVOR HWY,R, L1+L2+LBL,A,2,0,6.4,0,6.4
25985,2780,HAMILTON HWY,F, L1+L2,A,2,0,7.2,0,7.2
28345,2730,BELLARINE HWY,F, L1+L2+LBL,S,2,0,6.8,0,6.8
29634,2740,PYRENEES HWY,F, L1+L2,S,2,0,7.2,0,7.2
27933,2760,MONARO HWY,F, L1+L2,S,2,0,7.6,0,7.6
25986,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,7.2,0,7.2
28346,2780,HAMILTON HWY,F, L1+L2+RT1,S,2,0,7.4,0,7.4
27934,4001,WILSONS PROMONTORY RD,F, L1+L2,S,2,0,8.5,0,8.5
28347,2810,TULLAMARINE FWY,R, L1+SL+SR+L2,U,2,2.8,7.4,1.2,11.4
29635,2780,HAMILTON HWY,F, L1+SL+L2,S,2,2.2,7.3,0,9.5
25987,4005,GREAT ALPINE RD,F, L1+SL+SR+L2+RT1+LT1,S,2,1.2,7.2,1.2,9.6
27935,4005,GREAT ALPINE RD,F, L1+L2+RT1,S,2,0,7.4,0,7.4
29636,2740,PYRENEES HWY,F, L1+L2+LBL+RBL,S,2,0,3.7,0,3.7
25988,2860,MOOROODUC HWY,R, L1+SL+SR+L2,S,2,2.6,7.6,1.2,11.4
28348,2790,KIEWA VALLEY HWY,F, L1+L2,S,2,0,7.6,0,7.6
27936,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,8,0,8
29637,2850,GREENSBOROUGH HWY,R, L1+L2+L3,A,3,0,10.5,0,10.5
25989,2740,PYRENEES HWY,F, L1+SL+L2,A,2,1.5,7.3,0,8.8
28349,4007,SNOWY RIVER RD,F, L1+L2,S,2,0,7.6,0,7.6
27937,2780,HAMILTON HWY,F, L1+L2,S,2,0,7.6,0,7.6
29638,2720,MAROONDAH HWY,R, L1+L2+L3+LT1,S,3,0,11,0,11
25990,2800,CORIO-WAURN PONDS RD,F, L1+SL+L2+L3,A,3,2.2,10.5,0,12.7
28350,2730,BELLARINE HWY,F, L1+L2+RT1+LBL,S,2,0,6.8,0,6.8
29639,4018,TARRA VALLEY RD,F, L1+L2,S,2,0,7.4,0,7.4
25991,4010,BOGONG HIGH PLAINS RD,F, L1+L2+RT1+LT1R,S,2,0,8.6,0,8.6
27938,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,6.2,0,6.2
28351,2750,BURWOOD HWY,F, L1+L2+L3+L4+RT2+RT1R,A,4,0,14,0,14
29640,2830,EASTERN HWY,F, L1+SL+SR+L2+L3+L4+RON1+RON2,A,4,3,14,3,20
25992,2730,BELLARINE HWY,F, L1+L2+RT1+LBL,S,2,0,7,0,7
28352,2740,PYRENEES HWY,F, L1+L2,S,2,0,6.8,0,6.8
27939,4003,PAYNESVILLE RD,F, L1+SL+L2+RPL,S,2,2.7,7.2,0,9.9
29641,2720,MAROONDAH HWY,R, L1+L2+L3+LT1,S,3,0,11,0,11
25993,2800,CORIO-WAURN PONDS RD,R, L1+L2+L3,A,3,0,8.8,0,8.8
27940,2780,HAMILTON HWY,F, L1+L2,A,2,0,13.8,0,13.8
29642,2780,HAMILTON HWY,F, L1+L2,S,2,0,7.4,0,7.4
28353,2860,MOOROODUC HWY,R, L1+L2+RT1+RT2+LT1,A,2,0,7.6,0,7.6
25994,2770,MCIVOR HWY,F, L1+SL+SR+L2,S,2,2.5,7.3,2,11.8
27941,2860,MOOROODUC HWY,F, L1+L2+RT1+LT1,A,2,0,7.4,0,7.4
28354,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,7,0,7
29643,2780,HAMILTON HWY,F, L1+L2,A,2,0,7.4,0,7.4
25995,3002,LOCH VALLEY RD,F, L1+L2,A,2,0,7.6,0,7.6
27942,2730,BELLARINE HWY,F, L1+SL+SR+L2,S,2,1.5,6.4,1.5,9.4
28355,4005,GREAT ALPINE RD,F, L1+SL+SR+L2,S,2,2.2,6.4,2.2,10.8
29644,4005,GREAT ALPINE RD,F, L1+SL+SR+L2,S,2,1.5,7,1.5,10
27943,2830,EASTERN HWY,R, L1+SL+SR+L2+L3+L4+L5,A,5,3.9,18.4,3.8,26
25996,2900,WESTERN RING RD,F, L1+SL+SR+L2+L3+L4,A,4,3,6.8,3,12.8
28356,2860,MOOROODUC HWY,R, L1+SL+L2+RT1,S,2,1.5,8.2,0,9.7
29645,4002,NORTHERN GRAMPIANS RD,F, L1+L2,S,2,0,6.2,0,6.2
25997,4005,GREAT ALPINE RD,F, L1+SL+L2+RT1+LT1R,S,2,3,7.2,0,10.2
27944,2730,BELLARINE HWY,F, L1+L2,A,2,0,12,0,12
28357,2800,CORIO-WAURN PONDS RD,F, L1+L2+L3+RT1,A,3,0,9.8,0,9.8
29646,2780,HAMILTON HWY,F, L1+L2,S,2,0,7.3,0,7.3
25998,2780,HAMILTON HWY,F, L1+L2,S,2,0,7.5,0,7.5
27945,2780,HAMILTON HWY,F, L1+SL+L2,S,2,3,7.7,0,10.7
28358,4010,BOGONG HIGH PLAINS RD,F, L1+L2,S,2,0,7.6,0,7.6
29647,2790,KIEWA VALLEY HWY,F, L1+SL+SR+L2,S,2,1.8,7.2,1.8,10.7
25999,4005,GREAT ALPINE RD,F, L1+SR+L2,S,2,0,12.6,1.5,14.1
27946,2800,CORIO-WAURN PONDS RD,R, L1+SL+L2+RT1,S,2,2.2,7.4,0,9.6
26000,4002,NORTHERN GRAMPIANS RD,F, L1+L2,A,2,0,6.4,0,6.4
27947,2770,MCIVOR HWY,F, L1+L2+L3+L4+LT1+TL,A,5,0,15.9,0,15.9
28359,2730,BELLARINE HWY,F, L1+L2+LBL,S,2,0,6.8,0,6.8
29648,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,7.6,0,7.6
27948,2760,MONARO HWY,F, L1+L2,S,2,0,7.6,0,7.6
28360,2800,CORIO-WAURN PONDS RD,R, L1+L2+L3+RT2,U,3,0,11.1,0,11.1
28361,3004,TYERS-THOMSON VALLEY RD,F, L1+L2,S,2,0,6.7,0,6.7
27949,4000,VICTORIA VALLEY RD,F, L1+L2,S,2,0,6,0,6
28362,2760,MONARO HWY,F, L1+L2,S,2,0,7.6,0,7.6
27950,2996,EASTLINK TOLLWAY FWY,R, L1+SL+SR+L2+L3+ROF1+ROF2,A,3,3.7,11.1,3,17.8
29649,2770,MCIVOR HWY,F, L1+SL+SR+L2,S,2,1.5,7.2,1.2,9.9
27951,2880,METROPOLITAN RING RD,R, L1+L2+RON1+RON2,H,2,0,7.4,0,7.4
29650,3010,BOOLARRA RD,F, L1+L2,A,2,0,8.4,0,8.4
28363,2770,MCIVOR HWY,F, L1+SL+SR+L2+LT2+LT1R+RT1R,S,2,1.5,7,2,10.5
27952,2750,BURWOOD HWY,R, L1+L2+L3+RT1+LT1,S,3,0,10,0,10
29651,2750,BURWOOD HWY,R, L1+L2+L3,A,3,0,10.5,0,10.5
28364,3004,TYERS-THOMSON VALLEY RD,F, L1+L2,S,2,0,7.4,0,7.4
27953,2750,BURWOOD HWY,F, L1+L2+L3,A,3,0,10.9,0,10.9
29652,2750,BURWOOD HWY,R, L1+L2+LT1,S,2,0,7.4,0,7.4
28365,2900,WESTERN RING RD,F, L1+SR+L2+L3,A,3,0,14.5,3,17.5
27954,2740,PYRENEES HWY,F, L1+SL+L2,S,2,2.8,7.4,0,10.2
29653,2790,KIEWA VALLEY HWY,F, L1+L2,S,2,0,6.2,0,6.2
28366,2780,HAMILTON HWY,R, L1+L2,A,2,0,9,0,9
27955,2670,GLENELG HWY,F, L1+L2,S,2,0,8.5,0,8.5
28367,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,6.8,0,6.8
27956,2590,MIDLAND HWY,R, L1+L2+RT1,A,2,0,7.2,0,7.2
29654,2780,HAMILTON HWY,F, L1+L2,S,2,0,7.4,0,7.4
28368,4005,GREAT ALPINE RD,F, L1+L2,C,2,0,9.8,0,9.8
27957,2670,GLENELG HWY,F, L1+SL+SR+L2,S,2,2,7.1,2,11.1
29655,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,8,0,8
28369,2996,EASTLINK TOLLWAY FWY,R, L1+SL+SR+L2+L3+ROF1+ROF2+ROFSHL,A,3,3.7,11.1,3,17.8
27958,2720,MAROONDAH HWY,F, L1+L2,S,2,0,7.2,0,7.2
29656,4003,PAYNESVILLE RD,F, L1+L2,S,2,0,13.6,0,13.6
28370,2880,METROPOLITAN RING RD,F, L1+SR+L2+LT1+LT2,C,2,0,8,1.2,9.2
27959,2660,NEPEAN HWY,F, L1+L2+L3+L4,A,4,0,14,0,14
29657,2780,HAMILTON HWY,F, L1+L2,S,2,0,7.4,0,7.4
27960,2590,MIDLAND HWY,R, L1+L2,A,2,0,7.2,0,7.2
28371,2750,BURWOOD HWY,R, L1+L2+L3,A,3,0,11.1,0,11.1
29658,2860,MOOROODUC HWY,F, L1+SL+SR+L2,S,2,2,7.5,1.2,10.7
28372,2750,BURWOOD HWY,F, L1+L2+L3,A,3,0,10.9,0,10.9
27961,2660,NEPEAN HWY,R, L1+L2+L3+RT1+LPL,A,3,0,10.6,0,10.6
29659,2800,CORIO-WAURN PONDS RD,R, L1+L2+RT1,A,2,0,7.4,0,7.4
28373,2740,PYRENEES HWY,F, L1+L2+L3,A,3,0,11.1,0,11.1
27962,2660,NEPEAN HWY,F, L1+L2+L3+L4,A,4,0,14,0,14
29660,2770,MCIVOR HWY,R, L1+L2+LBL+LPL,S,2,0,6.4,0,6.4
28374,2740,PYRENEES HWY,F, L1+L2,S,2,0,7.2,0,7.2
27963,2590,MIDLAND HWY,R, L1+L2+LBL+LPL,A,2,0,7.4,0,7.4
29661,2770,MCIVOR HWY,F, L1+SR+L2+LT1,S,2,0,7.3,1.8,9.1
28375,2740,PYRENEES HWY,F, L1+SL+SR+L2,S,2,1.5,7,1.5,10
29662,4002,NORTHERN GRAMPIANS RD,F, L1+L2,S,2,0,5.6,0,5.6
27964,2720,MAROONDAH HWY,F, L1+L2+L3,S,3,0,11,0,11
28376,2850,GREENSBOROUGH HWY,F, L1+L2+RT1+RT2,A,2,0,7,0,7
27965,2660,NEPEAN HWY,F, L1+L2+LBL+LPL,U,2,0,7.4,0,7.4
29663,3000,COMBIENBAR RD,F, L1,C,1,0,4.5,0,4.5
28377,2730,BELLARINE HWY,F, L1+L2+LBL,S,2,0,6.8,0,6.8
27966,2700,SUNRAYSIA HWY,F, L1+L2,S,2,0,7,0,7
29664,2880,METROPOLITAN RING RD,R, L1+SL+SR+L2+L3+L4,A,4,2.8,14,2.4,19.2
28378,4017,STEIGLITZ RD,F, L1+SL+SR+L2,S,2,1,6.8,1,8.8
27967,2670,GLENELG HWY,F, L1+L2,S,2,0,7.6,0,7.6
29665,2780,HAMILTON HWY,F, L1+L2+RT1R,A,2,0,7.6,0,7.6
28379,2830,EASTERN HWY,F, L1+L2+L3+RT1+LIP,A,3,0,11.1,0,11.1
27968,2630,LODDON VALLEY HWY,F, L1+SR+L2+L3+L4+RBL,S,4,0,12.6,1.3,13.9
29666,2740,PYRENEES HWY,F, L1+L2+RT1+LBL+LPL,S,2,0,6.2,0,6.2
28380,2730,BELLARINE HWY,F, L1+L2+RT1+LBL,S,2,0,6.8,0,6.8
27969,2640,GOULBURN VALLEY HWY,R, L1+L2,S,2,0,15,0,15
29667,2850,GREENSBOROUGH HWY,R, L1+L2+L3,A,3,0,10.1,0,10.1
28381,2810,TULLAMARINE FWY,R, L1+SL+SR+L2,S,2,3,7.4,1.4,11.8
27970,2720,MAROONDAH HWY,F, L1+L2+L3+RT1,A,3,0,9.3,0,9.3
29668,2640,GOULBURN VALLEY HWY,F, L1+L2+LT1R+RT1R,A,2,0,7.4,0,7.4
28382,2790,KIEWA VALLEY HWY,F, L1+SL+L2+LBL,S,2,2,7.4,0,9.4
27971,2710,BASS HWY,F, L1+SL+SR+L2+L3,A,3,2.9,10.5,1.3,14.7
29669,2660,NEPEAN HWY,R, L1+L2+L3+RT1,S,3,0,10.5,0,10.5
28383,4006,MCKILLOPS RD,F, L1+L2,S,2,0,6,0,6
27972,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,2,7.2,2,11.2
29670,2650,MALLEE HWY,F, L1+L2,S,2,0,7.4,0,7.4
28384,2730,BELLARINE HWY,F, L1+L2+LBL,S,2,0,6.8,0,6.8
27973,2710,BASS HWY,F, L1+SL+SR+L2,S,2,1.5,7.2,1.5,10.2
29671,2590,MIDLAND HWY,R, L1+L2+RT1+LBL,A,2,0,6.8,0,6.8
28385,2740,PYRENEES HWY,R, L1+SL+L2,S,2,1.3,6.4,0,7.7
27974,2700,SUNRAYSIA HWY,F, L1+L2,S,2,0,7.4,0,7.4
28386,2740,PYRENEES HWY,F, L1+L2,S,2,0,6.2,0,6.2
29672,2720,MAROONDAH HWY,F, L1+L2+L3+RT1+RT2,A,3,0,10.2,0,10.2
27975,2640,GOULBURN VALLEY HWY,F, L1+SR+L2,A,2,0,7.2,2.4,9.6
29673,2670,GLENELG HWY,F, L1+L2,A,2,0,7.6,0,7.6
27976,2670,GLENELG HWY,F, L1+L2,S,2,0,7.6,0,7.6
28387,2780,HAMILTON HWY,F, L1+L2,S,2,0,7.4,0,7.4
27977,2720,MAROONDAH HWY,F, L1+SL+SR+L2,S,2,2,6.2,2,10.2
29674,2630,LODDON VALLEY HWY,F, L1+L2+L3+RT1+LPL+RBL+RPL,S,3,0,12,0,12
28388,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,9.6,0,9.6
29675,2620,HENTY HWY,R, L1+L2+RT1,S,2,0,7.7,0,7.7
27978,2590,MIDLAND HWY,R, L1+L2+LBL,A,2,0,7.4,0,7.4
28389,4005,GREAT ALPINE RD,F, L1+SL+SR+L2+RT1,S,2,2,8,2,12
29676,2620,HENTY HWY,F, L1+L2,S,2,0,6.8,0,6.8
27979,3000,COMBIENBAR RD,F, L1+L2,S,2,0,5.8,0,5.8
29677,3004,TYERS-THOMSON VALLEY RD,F, L1+L2,S,2,0,7.6,0,7.6
29678,2900,WESTERN RING RD,F, L1+SL+L2+L3+L4,U,4,2.4,6.8,0,9.2
29679,2750,BURWOOD HWY,F, L1+L2+L3+RT1+RT2,A,3,0,10.7,0,10.7
28390,2860,MOOROODUC HWY,R, L1+L2,A,2,0,7.6,0,7.6
29680,2790,KIEWA VALLEY HWY,F, L1+SL+SR+L2,S,2,1.5,7.6,1.2,10.3
28391,2800,CORIO-WAURN PONDS RD,F, L1+SL+L2+L3,S,3,2,10.5,0,12.5
29681,4005,GREAT ALPINE RD,F, L1+SR+L2,S,2,0,6,2,8
29682,4005,GREAT ALPINE RD,F, L1+SL+SR+L2,S,2,0.6,6.6,1.2,8.4
27980,2880,METROPOLITAN RING RD,R, L1+SL+SR+L2+L3+ROF1+ROF2,A,3,2.8,10.5,2.4,15.7
28392,2840,FRANKSTON FWY,F, L1+SL+SR+L2+ROF1+ROF2,A,2,2,7.4,1.2,10.6
29683,2780,HAMILTON HWY,F, L1+SL,S,1,2,4,0,6
27981,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,6.4,0,6.4
29684,4005,GREAT ALPINE RD,F, L1+SL+SR+L2,S,2,2,7.2,2,11.2
29685,4003,PAYNESVILLE RD,F, L1+SL+SR+L2,S,2,1.8,7.2,1.8,10.7
27982,4005,GREAT ALPINE RD,F, L1,S,1,0,3.5,0,3.5
28393,2730,BELLARINE HWY,F, L1+L2+LBL,S,2,0,7,0,7
29686,2780,HAMILTON HWY,F, L1+L2+RPL,S,2,0,7.7,0,7.7
27983,2850,GREENSBOROUGH HWY,F, L1+L2+L3+L4+RT1,U,4,0,13.4,0,13.4
29687,2860,MOOROODUC HWY,F, L1+SL+L2+RT1,S,2,2,7.4,0,9.4
28394,2780,HAMILTON HWY,F, L1+L2,A,2,0,7.4,0,7.4
27984,2750,BURWOOD HWY,F, L1+L2+L3,A,3,0,10.7,0,10.7
29688,4005,GREAT ALPINE RD,F, L1+L2+L3,S,3,0,11.2,0,11.2
27985,2750,BURWOOD HWY,F, L1+L2+L3+L4+TL,A,5,0,20.7,0,20.7
28395,2800,CORIO-WAURN PONDS RD,F, L1+L2+LBL+NTZL,A,2,0,7.2,0,7.2
29689,2770,MCIVOR HWY,F, L1+SR+L2+RT1,S,2,0,7.2,2.4,9.6
27986,2740,PYRENEES HWY,F, L1+L2,S,2,0,6.2,0,6.2
29690,3005,SHELLEY-WALWA RD,F, L1+L2+LIP,S,2,0,6.4,0,6.4
28396,4013,MOUNT MACEDON RD,F, L1+SL+SR+L2,S,2,1.2,6.8,1.2,9.2
27987,2780,HAMILTON HWY,F, L1+L2,A,2,0,7.4,0,7.4
29691,2750,BURWOOD HWY,R, L1+L2+L3+TL,A,4,0,13.7,0,13.7
29692,2750,BURWOOD HWY,R, L1+L2,S,2,0,7.4,0,7.4
27988,2860,MOOROODUC HWY,F, L1+L2+L3+RT1+RT2,A,3,0,10.5,0,10.5
28397,2820,WEST GATE FWY,F, L1+SL+SR+L2+L3+L4+ROF1+ROF2,A,4,2.8,14.4,3,20.2
29693,2790,KIEWA VALLEY HWY,F, L1+L2,S,2,0,6.8,0,6.8
27989,2730,BELLARINE HWY,F, L1+L2+RT1+LBL,S,2,0,6.8,0,6.8
28398,4000,VICTORIA VALLEY RD,F, L1+L2,S,2,0,6.4,0,6.4
29694,2780,HAMILTON HWY,F, L1+L2,A,2,0,7.2,0,7.2
29695,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,8.2,0,8.2
27990,2830,EASTERN HWY,F, L1+SL+SR+L2+L3+RON1+RON2,A,3,3.7,10.5,2.6,16.8
28399,2790,KIEWA VALLEY HWY,F, L1+L2,S,2,0,8.4,0,8.4
29696,4003,PAYNESVILLE RD,F, L1+L2+LPL,S,2,0,9.1,0,9.1
27991,2730,BELLARINE HWY,F, L1+L2+LBL,S,2,0,6.8,0,6.8
28400,4005,GREAT ALPINE RD,F, L1+L2+RT1+LT1R,S,2,0,8.3,0,8.3
29697,2780,HAMILTON HWY,F, L1+L2,S,2,0,7.7,0,7.7
27992,2780,HAMILTON HWY,F, L1+SL+SR+L2+NTZM,S,2,1.6,7.2,1.6,10.4
28401,4005,GREAT ALPINE RD,F, L1+SL+SR+L2,S,2,1.5,7.2,1.5,10.2
29698,2860,MOOROODUC HWY,F, L1+SL+SR+L2,S,2,2,7.5,1.2,10.7
27993,2810,TULLAMARINE FWY,R, L1+SL+SR+L2+L3+RON1+RON2,A,3,2.6,11.1,1.2,14.9
29699,2800,CORIO-WAURN PONDS RD,R, L1+L2,A,2,0,7.4,0,7.4
28402,2780,HAMILTON HWY,F, L1+L2,S,2,0,7.4,0,7.4
27994,2800,CORIO-WAURN PONDS RD,F, L1+SR+L2+L3,U,3,0,10.4,3,13.4
29700,2770,MCIVOR HWY,R, L1+L2+RT1+LBL+LPL,S,2,0,6.4,0,6.4
28403,4005,GREAT ALPINE RD,F, L1+L2,S,2,0,9.3,0,9.3
29701,2760,MONARO HWY,F, L1+SL+SR+L2,S,2,0.8,7,0.8,8.6
27995,4008,MARYSVILLE RD,F, L1+L2,S,2,0,7.4,0,7.4
28404,4003,PAYNESVILLE RD,F, L1+L2+LT1R,S,2,0,7.2,0,7.2
28405,2780,HAMILTON HWY,F, L1+SL+L2,S,2,1,7.8,0,8.8
29702,4002,NORTHERN GRAMPIANS RD,F, L1+L2,S,2,0,6.2,0,6.2
27996,2730,BELLARINE HWY,F, L1+SR+L2+LBL,S,2,0,6.8,2,8.8
28406,2860,MOOROODUC HWY,F, L1+L2+L3,A,3,0,10.5,0,10.5
27997,2900,WESTERN RING RD,R, L1+SR+L2+L3+L4+ROF1+ROF2,A,4,0,14,1.2,15.2
28407,2730,BELLARINE HWY,F, L1+L2+LPL,A,2,0,6.4,0,6.4
29703,3000,COMBIENBAR RD,F, L1+L2,S,2,0,5.8,0,5.8
27998,2750,BURWOOD HWY,F, L1+L2+L3,A,3,0,10.7,0,10.7
28408,2830,EASTERN HWY,R, L1+SL+SR+L2+L3+L4+RON1+RON2,A,4,3.6,14,3,20.6
29704,2880,METROPOLITAN RING RD,R, L1+SL+SR+L2+L3,A,3,2.8,10.5,2.4,15.7
28409,2730,BELLARINE HWY,F, L1+L2+RT1+LPL,A,2,0,6.4,0,6.4
29705,2780,HAMILTON HWY,F, L1+L2+LT1+NTZM,S,2,0,7,0,7
28410,2780,HAMILTON HWY,F, L1+L2+LPL,A,2,0,7.9,0,7.9
29706,2880,METROPOLITAN RING RD,R, L1+SL+SR+L2+ROF1+ROF2,A,2,2.7,7,1.2,10.9
28411,2800,CORIO-WAURN PONDS RD,F, L1+L2+LT1,A,2,0,7.4,0,7.4
29707,4083,LAKE MOUNTAIN RD,F, L1+L2,S,2,0,7,0,7
27999,2750,BURWOOD HWY,F, L1+L2+L3+RT1,A,3,0,11.1,0,11.1
28412,2770,MCIVOR HWY,F, L1+L2+L3+L4+TL,A,5,0,17.6,0,17.6
28413,2760,MONARO HWY,F, L1+L2,S,2,0,6.2,0,6.2
29708,5018,COLAC-LAVERS HILL RD,F, L1+SL+SR+L2,S,2,1,6.8,1,8.8
28000,2740,PYRENEES HWY,F, L1+L2,S,2,0,7.4,0,7.4
28414,4000,VICTORIA VALLEY RD,F, L1+L2,S,2,0,6.4,0,6.4
29709,5003,PORTARLINGTON-QUEENSCLIFF RD,F, L1+SL+SR+L2,S,2,1.1,6.8,1.3,9.2
28415,2996,EASTLINK TOLLWAY FWY,R, L1+SL+SR+L2+L3+L4,A,4,3.5,14,3,20.5
29710,4032,PORTARLINGTON-ST LEONARDS RD,F, L1+L2,A,2,0,7,0,7
28416,2880,METROPOLITAN RING RD,F, L1+SL+SR+L2+ROF1+ROF2,A,2,3,7.1,3,13.1
29711,5012,WINCHELSEA-DEANS MARSH RD,F, L1+L2,A,2,0,6.6,0,6.6
28417,2780,HAMILTON HWY,F, L1+L2,S,2,0,7.6,0,7.6
29712,5051,DIMBOOLA-RAINBOW RD,F, L1+L2,S,2,0,8.4,0,8.4
28418,4005,GREAT ALPINE RD,F, L1+SL+SR+L2,S,2,0.8,7,0.8,8.6
29713,5009,KINGS RD,F, L1+SL+L2,S,2,1.4,6.9,0,8.3
29714,5001,GEELONG-PORTARLINGTON RD,F, L1+SL+SR+L2+RT1,S,2,1.3,6.8,1.3,9.4
28419,4004,METUNG RD,F, L1+SL+SR+L2,S,2,1.5,6.7,1.5,9.7
29715,4032,PORTARLINGTON-ST LEONARDS RD,F, L1+L2,S,2,0,10.8,0,10.8
28420,2860,MOOROODUC HWY,R, L1+SL+L2,S,2,2.6,7.6,0,10.2
29716,4890,GREAT OCEAN RD,F, L1+L2,S,2,0,7.6,0,7.6
28421,2800,CORIO-WAURN PONDS RD,F, L1+L2+L3+LT1,S,3,0,10.8,0,10.8
29717,4890,GREAT OCEAN RD,F, L1+L2,S,2,0,6.8,0,6.8
28422,4009,DARTMOUTH RD,F, L1+L2,S,2,0,6.8,0,6.8
29718,5036,COBDEN-WARRNAMBOOL RD,F, L1+L2,S,2,0,7.4,0,7.4
28423,2730,BELLARINE HWY,F, L1+SL+SR+L2+LT1,A,2,1.5,7,1.7,10.2
29719,4851,GRAMPIANS RD,F, L1+L2,S,2,0,6.8,0,6.8
28424,2800,CORIO-WAURN PONDS RD,R, L1+L2+RT1+LT1+LBL,A,2,0,7.2,0,7.2
29720,4890,GREAT OCEAN RD,F, L1+L2,S,2,0,8,0,8
28425,2780,HAMILTON HWY,F, L1+L2+LBL+RBL,A,2,0,6.6,0,6.6
29721,5001,GEELONG-PORTARLINGTON RD,F, L1+SL+SR+L2,S,2,1.5,7,1.5,10
28426,2730,BELLARINE HWY,F, L1+L2,A,2,0,11.8,0,11.8
29722,5000,EDGARS RD,F, L1+L2+RT1+LBL,A,2,0,6.8,0,6.8
28427,2800,CORIO-WAURN PONDS RD,R, L1+L2+L3+LT1,S,3,0,11.1,0,11.1
29723,5044,FLEMINGTON RD,F, L1+L2+L3+L4+LBL+LPL+RBL+RPL,A,4,0,23.4,0,23.4
28428,3004,TYERS-THOMSON VALLEY RD,F, L1+L2,S,2,0,8,0,8
29724,5040,DUDLEY ST,F, L1+L2,A,2,0,7.2,0,7.2
28429,2900,WESTERN RING RD,F, L1+SL+SR+L2+L3+RON1+RON2,U,3,2.4,10,3,15.4
29725,5020,WANGARATTA RD,R, L1+L2+LPL,S,2,0,7.4,0,7.4
28430,2780,HAMILTON HWY,R, L1+SL,A,1,2.2,4,0,6.2
